17:55:16  |  Platform  |  Info  |  * Initialise: RenderManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/Platforms/Ogre/OgrePlatform/src/MyGUI_OgreRenderManager.cpp  |  43
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_hud_box.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_mainmenu.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_console.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_journal.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_map_window.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_dialogue_window.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_scroll.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_debug_window.skin.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_layers.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_pointer.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:55:16  |  Core  |  Info  |  Load ini file 'openmw_settings.xml'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  114
17:59:02  |  Core  |  Warning  |  Widget property 'WordWrap' not found [openmw_infobox.layout]  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Widget.cpp  |  1208
17:59:54  |  Core  |  Warning  |  Widget property 'Caption' not found [openmw_chargen_review.layout]  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Widget.cpp  |  1208
17:59:54  |  Core  |  Warning  |  Widget property 'Caption' not found [openmw_chargen_review.layout]  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Widget.cpp  |  1208
17:59:54  |  Core  |  Warning  |  Widget property 'Caption' not found [openmw_chargen_review.layout]  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Widget.cpp  |  1208
18:00:15  |  Core  |  Error  |  Skin 'Widget' not found. Replaced with default skin. []  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  92
18:01:04  |  Core  |  Error  |  Skin 'Widget' not found. Replaced with default skin. []  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  92
18:01:12  |  Core  |  Error  |  Skin 'Widget' not found. Replaced with default skin. []  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  92
18:01:12  |  Core  |  Error  |  Skin 'Widget' not found. Replaced with default skin. []  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  92
18:04:28  |  Core  |  Info  |  * Shutdown: Gui  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Gui.cpp  |  133
18:04:28  |  Core  |  Info  |  * Shutdown: PointerManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_PointerManager.cpp  |  69
18:04:28  |  Core  |  Info  |  PointerManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_PointerManager.cpp  |  86
18:04:28  |  Core  |  Info  |  * Shutdown: InputManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_InputManager.cpp  |  73
18:04:28  |  Core  |  Info  |  InputManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_InputManager.cpp  |  78
18:04:28  |  Core  |  Info  |  * Shutdown: SkinManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  53
18:04:28  |  Core  |  Info  |  SkinManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SkinManager.cpp  |  60
18:04:28  |  Core  |  Info  |  * Shutdown: SubWidgetManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SubWidgetManager.cpp  |  63
18:04:28  |  Core  |  Info  |  SubWidgetManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_SubWidgetManager.cpp  |  83
18:04:28  |  Core  |  Info  |  * Shutdown: LayerManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  48
18:04:28  |  Core  |  Info  |  destroy layer 'Render'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'HUD'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Menu'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Windows'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Console'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Debug'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Notification'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Popup'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'DragAndDrop'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'LoadingScreen'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'MessageBox'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Overlay'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  destroy layer 'Pointer'  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  191
18:04:28  |  Core  |  Info  |  LayerManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayerManager.cpp  |  59
18:04:28  |  Core  |  Info  |  * Shutdown: FontManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_FontManager.cpp  |  49
18:04:28  |  Core  |  Info  |  FontManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_FontManager.cpp  |  57
18:04:28  |  Core  |  Info  |  * Shutdown: ControllerManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ControllerManager.cpp  |  47
18:04:28  |  Core  |  Info  |  ControllerManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ControllerManager.cpp  |  56
18:04:28  |  Core  |  Info  |  * Shutdown: ClipboardManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ClipboardManager.cpp  |  46
18:04:28  |  Core  |  Info  |  ClipboardManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ClipboardManager.cpp  |  54
18:04:28  |  Core  |  Info  |  * Shutdown: LayoutManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayoutManager.cpp  |  42
18:04:28  |  Core  |  Info  |  LayoutManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LayoutManager.cpp  |  49
18:04:28  |  Core  |  Info  |  * Shutdown: PluginManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_PluginManager.cpp  |  41
18:04:28  |  Core  |  Info  |  PluginManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_PluginManager.cpp  |  46
18:04:28  |  Core  |  Info  |  * Shutdown: DynLibManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_DynLibManager.cpp  |  37
18:04:28  |  Core  |  Info  |  DynLibManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_DynLibManager.cpp  |  44
18:04:28  |  Core  |  Info  |  * Shutdown: LanguageManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LanguageManager.cpp  |  41
18:04:28  |  Core  |  Info  |  LanguageManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_LanguageManager.cpp  |  45
18:04:28  |  Core  |  Info  |  * Shutdown: ResourceManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  47
18:04:28  |  Core  |  Info  |  ResourceManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ResourceManager.cpp  |  57
18:04:28  |  Core  |  Info  |  * Shutdown: FactoryManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_FactoryManager.cpp  |  34
18:04:28  |  Core  |  Info  |  FactoryManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_FactoryManager.cpp  |  36
18:04:28  |  Core  |  Info  |  * Shutdown: ToolTipManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ToolTipManager.cpp  |  52
18:04:28  |  Core  |  Info  |  ToolTipManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_ToolTipManager.cpp  |  57
18:04:28  |  Core  |  Info  |  * Shutdown: WidgetManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_WidgetManager.cpp  |  91
18:04:28  |  Core  |  Info  |  WidgetManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_WidgetManager.cpp  |  100
18:04:28  |  Core  |  Info  |  Gui successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/MyGUIEngine/src/MyGUI_Gui.cpp  |  179
18:04:28  |  Platform  |  Info  |  * Shutdown: RenderManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/Platforms/Ogre/OgrePlatform/src/MyGUI_OgreRenderManager.cpp  |  78
18:04:28  |  Platform  |  Info  |  RenderManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/Platforms/Ogre/OgrePlatform/src/MyGUI_OgreRenderManager.cpp  |  86
18:04:28  |  Platform  |  Info  |  * Shutdown: DataManager  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/Platforms/Ogre/OgrePlatform/src/MyGUI_OgreDataManager.cpp  |  42
18:04:28  |  Platform  |  Info  |  DataManager successfully shutdown  |  /var/tmp/portage/dev-games/mygui-3.2.1/work/mygui-MyGUI3.2.1/Platforms/Ogre/OgrePlatform/src/MyGUI_OgreDataManager.cpp  |  44
